Question,Answer
Why does DSM error log have errors for SQLCODE=-206 errors reported for ISAS core warehouse database? DSM error log have errors for SQLCODE=-206 errors reported for ISAS core warehouse database. How do Isolve the problem?,"Run the db2updvnn command according to the db2level of your monitored database: 

- For DB2 V9.7 run db2updv97 [https://www.ibm.com/support/knowledgecenter/SSEPGG_9.7.0/com.ibm.db2.luw.admin.cmd.doc/doc/r0054449.html] command
- For DB2 V10.1 run db2updv10 [https://www.ibm.com/support/knowledgecenter/SSEPGG_11.1.0/com.ibm.db2.luw.admin.cmd.doc/doc/r0054449.html] command
- For DB2 V10.5 run db2updv105 [https://www.ibm.com/support/knowledgecenter/SSEPGG_11.1.0/com.ibm.db2.luw.admin.cmd.doc/doc/r0054449.html] command
- For DB2 V11.1 run db2updv111 [https://www.ibm.com/support/knowledgecenter/SSEPGG_11.1.0/com.ibm.db2.luw.admin.cmd.doc/doc/r0054449.html] command"
Help with Security Bulletin: Persistent cross-site scripting vulnerability in Process Admin Console affecting IBM Business Process Manager (BPM) and WebSphere Lombardi Edition (WLE) CVE-2015-0156 I need to understand details regarding Security Bulletin: Persistent cross-site scripting vulnerability in Process Admin Console affecting IBM Business Process Manager (BPM) and WebSphere Lombardi Edition (WLE) CVE-2015-0156). Where can I find this information? ,"CVEID:CVE-2015-0156 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-0156]

DESCRIPTION:IBM Business Process Manager is vulnerable to stored cross-site scripting, caused by improper validation of user-supplied input. A remote attacker could exploit this vulnerability using a specially-crafted URL to execute script in a victim's Web browser within the security context of the hosting Web site, once the URL is clicked. An attacker could use this vulnerability to steal the victim's cookie-based authentication credentials.
CVSS Base Score: 3.5
CVSS Temporal Score: Seehttps://exchange.xforce.ibmcloud.com/vulnerabilities/100792 [https://exchange.xforce.ibmcloud.com/vulnerabilities/100792]for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:M/Au:S/C:N/I:P/A:N)"
Missing option to fill in attributes when trying to deploy a pattern I tried to deploy a pattern and I have some parameters to modify at deployment time. But I can't see my parts/attributes in the Component Attribute List. ,"To show missing component attributes for configuration, lock any one of the attributes, such as the name attribute. This action causes the other component attributes to be displayed for configuration."
How to set session time out period for a single user in DASH? How to set session time out period for a single user in DASH?,"The HTTP Session time-out can be set in the following places: 

 * From the Administrative Console at the server, Enterprise application, and Web application levels 
 * At the time when the application is packaged 
 * In the application code"
How to Create an Application with the the Websphere Adapter for Flat File using Hex05 delimeter? How to Create an Application with the the Websphere Adapter for Flat File using Hex05 delimeter? ,The only complete solution at this time is to not process unicode characters that are not valid in XML. This can be done by not importing data fields that might contain such characters or by purging such characters from the incoming data source.
"CQWEB  can\'t retrieve repository dropdown list options in RedHat Linux, how to deal with it ? I setup a cq demo env in redhat linux with oracle database, CQ 7.1.2, LRKS 8.1.3,  Linux CQ client can login CQ as the following picture 1, but CQWEB login page can't retrieve the repository dropdown list options as the following picture 2.  I used cqreg to register CQ database:

cqreg add_dbset -v ORACLE -s 192.168.0.84 -d ESBDB -u cqadmin -p cqadmin -dbset CQ_DEMO_ORACLE -co LOB_TYPE=CLOB -force

 How do I deal with it? ","Run cqreg initialize. The add_dbset command will run successfully afterwards. However, should the same error persist, make sure the command is run as the root user. 



Also make sure that the CQ_DATABASES environment variable is set to the desired registry path. If it is not, set the variable accordingly, then run the previously mentioned commands again."
"What does the message ""ERROR: Records trailing spring space set to 512 is too small..."" mean? What does the message ""ERROR: Records trailing spring space set to 512 is too small..."" mean? ","This error can occur when a query includes multiple aggregates against varchar or nvarchar columns. As the query is being processed the system allocates memory for each row of the result set. This includes each of the GROUP BY columns and each of the aggregates. For queries doing aggregates on variable length columns, the total length of the record will vary during the process."
DataPower support for SHA-2 Does DataPower support the SHA-256 cryptographic hash function?,"Yes, if a Certificate Authority(CA) signs a certificate using SHA2(SHA-256), IBM Websphere DataPower SOA Appliance can validate CA's signature on the certificate while building trust chain from the DataPower ValCred."
"Cannot create syndication pair between Virtual Portals with a different user repository than Base Portal Steps:
I have two different user repositories one to manage my base portal and Virtual Portals. (p.e: For Base Portal I use ITDS, and for VPs I use AD) with differents admin users each.
Then I created two VPs using the AD repository, and my VPs admin user on the credential vault.
Tried to create a syndication relationship , that is failing with the error:
""Could not communicate with the target URL. Please check that the Syndicator URL details are entered correctly, and that the credential slot user exists on the target server."" ","The Admin user has to be made visible on both base and virtual Portals if you wish to syndicate between the two.

When syndicating to Virtual Portals, the Administrator User who is listed as the Domain Admin retrieved with:
com.presence.connect.wmmcomms.UserManagementServiceImpl.getPortalAdministrator() should have access to the Virtual Portal."
Help with Security Bulletin: Vulnerability in MD5 Signature and Hash Algorithm affects IBM MQ Appliance (CVE-2015-7575) I need to understand details regarding Security Bulletin: Vulnerability in MD5 Signature and Hash Algorithm affects IBM MQ Appliance (CVE-2015-7575). Where can I find this information? ,"CVEID: CVE-2015-7575 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-7575]
DESCRIPTION: The TLS protocol could allow weaker than expected security caused by a collision attack when using the MD5 hash function for signing a ServerKeyExchange message during a TLS handshake. An attacker could exploit this vulnerability using man-in-the-middle techniques to impersonate a TLS server and obtain credentials.
CVSS Base Score: 7.1
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/109415 [https://exchange.xforce.ibmcloud.com/vulnerabilities/109415] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N)"
Is it possible to monitor Memory/LPAR metrics using ITM HMC agent? I understand the ITM AIX Premium agent captures these metrics but like to know if it is possible to monitor Memory/LPAR metrics using ITM HMC agent? ,"6.2.2.3-TIV-ITM_HMC_BASE-IF0002
---------------------------------
Feature: 208626
Abstract: LPAR Memory Attributes
Additional information: The following new attributes are added in
the Server LPARs attribute group:

Current_Memory - The current amount of memory, in megabytes,
configured for the LPAR.
Warehouse name: CM0
Running_Memory - The amount of memory, in megabytes, varied on-line
by the LPAR.
Warehouse name: RM

In order to display these new attributes in the Tivoli Enterprise
Portal, use the Query Editor and select Server LPARs_V9 under
KPH SERVER LPARS."
Is MQ V7.0.1 is going out of support? When is the last date of support?,Product Version Release Date End of Support Platforms WebSphere MQ V7.0.1 28 Aug 2009 [https://www.ibm.com/common/ssi/cgi-bin/ssialias?subtype=ca&infotype=an&appname=iSource&supplier=897&letternum=ENUS209-245] 30 Apr 2015
"Help with Security Bulletin: Vulnerability in Diffie-Hellman ciphers affects IBM Image Construction and CompositionTool. (CVE-2015-4000) I need to understand details regarding ""Security Bulletin: Vulnerability in Diffie-Hellman ciphers affects IBM Image Construction and CompositionTool. (CVE-2015-4000"". Where can I find this information? ","CVEID: CVE-2015-4000 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-4000]
DESCRIPTION: The TLS protocol could allow a remote attacker to obtain sensitive information, caused by the failure to properly convey a DHE_EXPORT ciphersuite choice. An attacker could exploit this vulnerability using man-in-the-middle techniques to force a downgrade to 512-bit export-grade cipher. Successful exploitation could allow an attacker to recover the session key as well as modify the contents of the traffic. This vulnerability is commonly referred to as ""Logjam"".
CVSS Base Score: 4.3
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/103294 [https://exchange.xforce.ibmcloud.com/vulnerabilities/103294] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:M/Au:N/C:P/I:N/A:N)"
Where can I find information on the Integration Bus Healthcare Pack? Where can I find information about the Integration Bus Healthcare Pack V4.0? ,"Release notes file for: IBM Integration Bus Healthcare Pack
Product Release: 4.0
Update name: 4.0.0.0
Versions and fix packs:
* V4.0.0.0 (electronic availability: 25 June 2015)
Document first published: 25 June 2015
Document last modified: 25 June 2015"
"Help with Security Bulletin: Multiple vulnerabilities in Node.js affect IBM API Connect (CVE-2017-1000381, CVE-2017-11499) I need to understand details regarding Security Bulletin: Multiple vulnerabilities in Node.js affect IBM API Connect (CVE-2017-1000381, CVE-2017-11499). Where can I find this information?","CVEID:CVE-2017-1000381 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-1000381]
DESCRIPTION:c-ares could allow a remote attacker to obtain sensitive information, caused by an out-of-bounds read in the ares_parse_naptr_reply() function when parsing NAPTR responses. By sending specially crafted DNS response packet, an attacker could exploit this vulnerability to read memory outside of the given input buffer and cause a denial of service.
CVSS Base Score: 6.5
CVSS Temporal Score: Seehttps://exchange.xforce.ibmcloud.com/vulnerabilities/128625 [https://exchange.xforce.ibmcloud.com/vulnerabilities/128625]for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L)

CVEID:CVE-2017-11499 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11499]
DESCRIPTION:Node.js is vulnerable to a denial of service, caused by a flaw related to constant HashTable seeds. A remote attacker could exploit this vulnerability to flood the hash and cause a denial of service.
CVSS Base Score: 7.5
CVSS Temporal Score: Seehttps://exchange.xforce.ibmcloud.com/vulnerabilities/129465 [https://exchange.xforce.ibmcloud.com/vulnerabilities/129465]for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)"
"How do to restore corrupted Object server DB using data from Backup Object server in Linux? Error: E-REG-002-025: Region 'table_store', from directory '/opt/IBM/tivoli/netcool/omnibus/db/NCOMS/', has been recovered in a corrupt state: Extent statistics mismatch Error: E-OBX-102-020: Failed to start the storage system. (-490:Extent statistics mismatch) ","1. Create a temporary directory

mkdir /tmp/backup 

2. Use nco_sql to obtain a backup

./nco_sql -server NCOMS 
Password: 
1> alter system backup '/tmp/backup'; 
2> go 
(0 rows affected) 
1> quit 

3. Verify that /tmp/backup contains *.tab files.

4. Compressed /tmp/backup

5. Copy of ObjectServers properties file (i.e. NCOMS.props)

6. If you can provide the root password, do so."
"1040ez 9.0 Application  Hi

I have downloaded sample Datacap 9 applications (1040ez, Express, Survey) using below link and copied in my local system C:\Datacap and added reference in Datacap.xml file.

IBM Datacap 9.0 and IBM Datacap 9.0.1 DDK sample applications

But i'm unable to login Datacap Studio & Tmweb.net . (I tried to with re generating encryption keys but no luck).

Can anyone let me know the reason, anything I missed in configuration ?

My Datacap version in Local Machine

IBM Datacap 9.0.0.3

Build: v 9.0.0.72

Thanks","If this is a new server where Datacap has never been run and encryption has not been set up at all, follow the instructions at Exporting encryption keys [http://www.ibm.com/support/knowledgecenter/SSZRWV_9.0.1/com.ibm.dc.install.doc/dcain011_copyto_cs1.htm].


If this is an existing server or a new server where the previous steps have been completed, distribute the dc_ktf.xml file to the client folder for all clients that will be used following the instructions at Importing encryption keys to Datacap computers"
"Does ITCAM for MQ monitoring agent (kmq) use SYSTEM.MQXR.COMMAND.QUEUE causing Unknown Object Name [2085] event? 

Using the ITCAM MQ Monitoring agent, we have a situation that generates alerts when a 2085 event (object unknown) occurs. We have recently seen alerts for the queue SYSTEM.MQXR.COMMAND.QUEUE
We found following technote:
Unknown Object Name [2085], SYSTEM.MQXR.COMMAND.QUEUE
http://www-01.ibm.com/support/docview.wss?uid=swg21681687

This technote does not mention Tivoli monitoring product, and only mentions monitoring products such as Nastel and InfraRed360.
Does Tivoli monitoring agent for WebSphere MQ use the SYSTEM.MQXR.COMMAND.QUEUE? We are try to find out which application is causing the 2085 event.","Use the runmqsc display connection command to find the process id (PID) and application name. 

Using the above example of the queue Q1, this is the complete command to invoke under runmqsc: 


display conn(*) where(objname eq Q1) all"
"Security Bulletin: Vulnerabilities in OpenSSL affect IBM WebSphere MQ Advanced Message Security (CVE-2016-2177) I need to understand details regarding Security Bulletin: Vulnerabilities in OpenSSL affect IBM WebSphere MQ Advanced Message Security (CVE-2016-2177). Where can I find this information?
","CVEID: CVE-2016-2177 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2177]
DESCRIPTION: OpenSSL is vulnerable to a denial of service, caused by the incorrect use of pointer arithmetic for heap-buffer boundary checks. By leveraging unexpected malloc behavior, a remote attacker could exploit this vulnerability to trigger an integer overflow and cause the application to crash.
CVSS Base Score: 5.9
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/113890 [https://exchange.xforce.ibmcloud.com/vulnerabilities/113890] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H)"
"Can my system run MQ V8.0? Where are the system requirements listed, and are there any significant changes? ",This document contains system requirements for WebSphere MQ V8.0 and a note about IBM WebSphere MQ Advanced entitlement.
How to fix error CRIMA1217E when upgrade JAZZ from 1.1.0 to 1.1.3 failed? How to fix problem when upgrade JAZZ from 1.1.0 to 1.1.3 failed? ,"The upgrade must be initiated by using the attached script, which gives the non-root user (who originally installed this Jazz for Service Management instance) the correct permissions for the upgrade process. 


The script takes two mandatory arguments and one optional argument.

Usage: ./JazzSMgrpModeUpgrade.sh ""IM_Install_Location"" 
""JazzSM_Install_Location [http://www.ibm.com/support/knowledgecenter/SSEKCU_1.1.3.0/com.ibm.psc.doc/ref/psc_r_pathnames.html]""""[Response_file_with_absolute_Path]"""
"RecognizePageFieldsICR_C aborts with Page Type change 

I have an DeveloperWorks application that runs: Survey.  In the application PageID Task there is a function that sets the Page Type to ReliefForm (based on a barcode)

Does anyone know why when I change the SetPageType to set another name, the RecognizePageFieldsICR_C in the Profiler Task aborts?  If I put the name back the action runs fine.
","In Datacap Studio, set the c_cr variable to USA prior to the call to recognition as follow:

SaveAsCurrentObjVariable(""c_cr"", ""USA"")
RecognizeFieldICR_C"
"About implementation and specification in a File entry of type Logical under Component I use Rhapsody for C++ and want to add a .c/.h file combo.

I know I can easily do this by adding 2 File entries under the Component level: one being Implementation type and the other Specification. Then add the appropriate code in the respective Text Elements.

Alternatively I can do the equivalent by having a single File entry of type Logical that will generate 2 files (and change the CG:ImplementationExternsion property changed to .c).

However when the type is set to Logical, I don't know where to place the code for the Implementation and the code for the Specification so that they end up each in the right file. Right now, whatever I put in the Text Element ends up in both files.

Does anyone know how I can indicate Rhapsody that ""this code is the implementation (.c)"" and ""this code is the specification (.h)""?

---

Rhapsody 8.0.5 for C++ on Windows","In some cases, you want to import legacy source files into Rhapsody models as external elements. For those externally imported elements (classes and files), Rhapsody doesn't generate code, hence you can preserve legacy code as part of your existing model. However, by default, Rhapsody excludes those external elements from the build even though you turn CG::File::AddToMakefile [File::AddToMakefile] property on."
Where can I find more information about GNU C library (glibc) vulnerability affects IBM DataPower Gateway appliances (CVE-2015-0235)? I need to understand details regarding GNU C library (glibc) vulnerability affects IBM DataPower Gateway appliances (CVE-2015-0235). ,"CVEID: [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-0235]CVE-2015-0235 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-0235]


DESCRIPTION:The gethostbyname functions of the GNU C Library (glibc) are vulnerable to a buffer overflow. By sending a specially crafted, but valid hostname argument, a remote attacker could overflow a buffer and execute arbitrary code on the system with the privileges of the targeted process or cause the process to crash. This issue is being referred to as the ""Ghost"" vulnerability.


CVSS Base Score: 7.6
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/100386 [https://exchange.xforce.ibmcloud.com/vulnerabilities/100386]for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:H/Au:N/C:C/I:C/A:C)"
Help with Security Bulletin: Vulnerability in Apache Commons FileUpload affects WSRR (CVE-2016-1000031) I need to understand details regarding Security Bulletin: Vulnerability in Apache Commons FileUpload affects IBM WebSphere Service Registry and Repository (CVE-2016-1000031). Where can I find this information?,"CVEID: CVE-2016-1000031 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-1000031]
DESCRIPTION: Apache Commons FileUpload, as used in certain products, could allow a remote attacker to execute arbitrary code on the system, caused by deserialization of untrusted data in DiskFileItem class of the FileUpload library. A remote attacker could exploit this vulnerability to execute arbitrary code under the context of the current process.
CVSS Base Score: 9.8
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/117957 [https://exchange.xforce.ibmcloud.com/vulnerabilities/117957] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H)"
Help with Security Bulletin: A vulnerability in the GSKit component of IBM MQ Appliance (CVE-2016-0201) I need to understand details regarding Security Bulletin: A vulnerability in the GSKit component of IBM MQ Appliance (CVE-2016-0201). Where can I find this information? ,"CVEID: CVE-2016-0201 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0201]
DESCRIPTION: IBM GSKit could allow a remote attacker to obtain sensitive information, caused by a MD5 collision. An attacker could exploit this vulnerability to obtain authentication credentials.
CVSS Base Score: 5.9
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/109310 [https://exchange.xforce.ibmcloud.com/vulnerabilities/109310] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N)"
"Why the tick boxes in 'Subscibed Events' table remain ticked after saving the page When editing a widget and try to unsubscribe the event subscription for 'dataRefresh' events, the checkbox/tick for ""dataRferesh"" is still selected, even after saving the page. ",This has been identified as a product defect under APAR IV83442
How do I view Custodian Notes in Atlas Preservation Plan? How do I view Custodian Notes in Atlas Preservation Plan? ,"When you click on the Notes tab in a Preservation Plan it only lists the Plan Notes. Click the ""Show Custodian Notes"" button which lists the custodian notes. If you would like to go back to Plan Notes, click the ""Show Plan Notes"" button"
"Where to download SPSS Statistics 24.0 Fix Pack 2 

I found the pack from following link: https://www-01.ibm.com/support/docview.wss?uid=swg24043574

But where should I download it?","Log in as a local administrator. 
 2. Download the Fix Pack to a temporary location on your hard drive. 
 3. Ensure that no versions of Statistics are running. 
 4. Run the Statistics 24.0.0.2 Fix Pack executable.
    Note: you must use ""Run as Administrator"" by first right-clicking on the executable. 
 5. Statistics 24.0.0.2 is ready to run. Use the Help -> About menu to verify that 24.0.0.2 is now the installed version."
What happens if I run arssyscr -I instance_name -r  without having Report Distribution enabled or installed? What could cause problems if I run arssyscr -I instance_name -r without having Report Distribution enabled or installed in CMOD v9.0?,"Issuing the arssyscr -I (instance name) -r command will trigger arssockd to check for the ARSDBBUNDT (RDF tables), which do not exist."
Where do I find list of all document formats indexable and supported by ICC Content Search Services Support (CSSS)? Where do I find list of all document formats indexable and supported by ICC Content Search Services Support (CSSS)? ,"Content Search Services uses Oracle Outside In Technology for text conversion. The Indexable document types depend on the version of the Oracle product that is used in Content Search Services in Content Platform Engine. The CSS V5.2.1 uses Outside In V8.4.1

You can reference this link to check what document types CSS/Outside In supports: 


http://www-01.ibm.com/support/knowledgecenter/SSNW2F_5.2.1/com.ibm.p8.ce.admin.tasks.doc/cbr/csscbr_indexable_documenttype.htm?lang=en"
"Help with Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM Image Construction and Composition Tool (CVE-2015-0410 and CVE-2014-6593) I need to understand details regarding ""Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM Image Construction and Composition Tool (CVE-2015-0410 and CVE-2014-6593)."" Where can I find  information regarding CVE-2014-6593?","CVEID: CVE-2014-6593 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-6593]
DESCRIPTION: An unspecified vulnerability related to the JSSE component has partial confidentiality impact, partial integrity impact, and no availability impact.
CVSS Base Score: 4
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/100153 [https://exchange.xforce.ibmcloud.com/vulnerabilities/100153] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:H/Au:N/C:P/I:P/A:N)"
"Why may I receive: Dump Event ""systhrow"" (00040000) Detail ""java/lang/OutOfMemoryError"" ""Failed to create thread: retVal -1073741830, errno 12"" ? Why may I receive: Dump Event ""systhrow"" (00040000) Detail ""java/lang/OutOfMemoryError"" ""Failed to create thread: retVal -1073741830, errno 12"" ?","""When using compressed references, the size of the field used in the Java object for the Class Pointer and the Monitor/Lock is 32 bits instead of the 64bits that would be available in non-compressed mode. Because we are using 32 bits to store the location of these, and they are located in native (non-Java heap) memory, they must be allocated in the first 4GB of the address space - the maximum range we can address with the 32 bits."" ~IBM Java Development Team 

If the Java heap itself is small (-Xmx), the JVM may allocate it in the lower 4GB of address space along with the Class Pointers and Monitors/Locks. If these Class Pointers, Monitors/Locks and Java heap (if included) cannot fit in the lower 4GB, a native out of memory (NOOM) [http://www.ibm.com/developerworks/library/j-nativememory-linux/] will be thrown."
"How to set database specific custom properties in WebSphere Application Server? I am using Websphere Application Server (WAS) v8.5.x with Oracle 11.1 JDBC drivers and I want to set some oracle specific properties, when connecting to the database in Websphere Application Server. (specifically: defaultRowPrefetch). How to set such specific properties in Websphere Application Server?","The way to set this connection property is as follows:. 




You cannot set defaultRowPrefetch as a JVM property. It would have to be named 
oracle.jdbc.defaultRowPrefetch for that to work. You can only use this property 
by loading it into a Properties object in the code and then calling 
getConnection with the Properties object."
"What are the supported Macintosh Operating System versions for IBM SPSS Statistics 19, 20, 21, 22 and 23? I would like to know what are the supported Macintosh Operating system versions for IBM SPSS Statistics versions 18, 19, 20, 21, 22 and 23? ",Please see the list below. It is strongly recommended to review the platform information on IBM Software Product Compatibility Reports [http://publib.boulder.ibm.com/infocenter/prodguid/v1r0/clarity/index.jsp]. The installation of IBM SPSS Statistics software on Apple Macintosh OSX operating systems requires an Intel processor.
"Netcool/Impact (all versions): DataType incorrect on Secondary 

The DataType is not being correctly replicated across the ImpactServer Cluster. The .type file of the Secondary ImpactServer configuration is truncated with the error message:

Error 500: Mark invalid","""a new property is added to increase the file size limit:



 * 


Add the property to $NCHOME/impact/etc/<SERVERNAME>_server.props file 
where size limit can be 8192, 16384, 32768, etc.. "" 

The property would have to be added to all ImpactServers in the Cluster and would require a restart to enable - ensuring that the ImpactServer started as Primary had the correct, uncorrupted .type file to be replicated across the Cluster. Also ensure that there are no trailing white-space characters on the property as these invalidate properties in lower versions of Impact."
Can an update query be run against the C&DS repository to update job results? We have jobs set up in SPSS Deployment Manager. We would like to do a mass change of the location set up on the location set on the location tab.,"The job data is stored as metadata. There is no query or batch process that can be run to do a mass update to change the location of your results tab. The recommendation is to work with your IT administrator to clean up your file system, point your file system to a new location or manually update all of your jobs"
"How do I change the default 'fit content by' behaviour of Daeja viewer in IBM Content Navigator, to fit content by height or width? How do I change the default 'fit content by' behaviour of Daeja viewer in IBM Content Navigator, to fit content by height or width? ","In Content Navigator v2.0.2 

In the ..navigator.war/applets/filenetViewer_properties.jsp file, set the value of the parameter 'scale' as follows 

To fit content by width, specify - scale: ""ftow"",
To fit content by height, specify - scale: ""ftoh"",

Here's another way to modify the behaviour: 

 * make the same changes above to the filenetViewer_properties.jsp under ECMClient\configure\explodedformat\navigator\applets folder. 
 * Rebuild and redeploy the ear file. 
 * Restart the application server


Save the changes and they should get picked up when the viewer is re-launched.  

In Content Navigator v2.0.3 

The same parameter-value pair mentioned above can be added in the Additional Settings section of the Daeja ViewONE panel, of the admin desktop. Add the parameter-value pair to the Additional Settings section of 

 * the Professional tab for modifying the behaviour of the Daeja Professional viewer 
 * the Virtual tab for modifying the behaviour of the Daeja Virtual viewer.


Click New in the Additional Settings section to add the parameter-value pair. Save the changes and they should get picked up when the viewer is re-launched."
Why does DSM error log have errors for SQLCODE=-206 errors reported for ISAS core warehouse database? Why does DSM error log have errors for SQLCODE=-206 errors reported for ISAS core warehouse database? ,"When you apply a new DB2 fixpack, the db2iupdt command is used to update an instance to a higher level within a release. 

But that command does not necessarily update the database system catalog to support the new fix pack that you have installed."
Does ITCAM for HTTP Server 7.1 FP4 work with IBM HTTP Server (IHS) 8.5.5.10 on AIX 7.2.x ? Does ITCAM for HTTP Server 7.1 FP4 work with IBM HTTP Server (IHS) 8.5.5.10 on AIX 7.2.x ? ,IBM HTTP Server 8.5.5.9 contains all applicable security fixes in Apache HTTP Server versions up through 2.2.31.
Can I obtain latest version WorkPlace(AE)'s source code? Can I obtain latest version WorkPlace's source code? ,The IBM FileNet P8 Workplace Source Code is distributed under an IBM Source Code License. You must review and accept the terms of the license when you download the source. The license text is attached to this technote for your convenience.
"Will Web GUI for Netcool/OMNIbus Be Affected by the Up Coming Leap Second? As Januaray 01 2017, a Leap Second will be added to adjust the time. We would like to know if this one second adjustment will have an affect on WebGUI for Netcool/OMNIbus. ","The addition of Leap Second has no impact to WebGUI functionality. Therefore, preventive maintenance is not necessary."
"Cannot create syndication pair between Virtual Portals with a different user repository than Base Portal 
Steps:

I have two different user repositories one to manage my base portal and Virtual Portals. (p.e: For Base Portal I use ITDS, and for VPs I use AD) with differents admin users each.

Then I created two VPs using the AD repository, and my VPs admin user on the credential vault.

Tried to create a syndication relationship , that is failing with the error:

""Could not communicate with the target URL. Please check that the Syndicator URL details are entered correctly, and that the credential slot user exists on the target server.""","The Admin user has to be made visible on both base and virtual Portals if you wish to syndicate between the two.

When syndicating to Virtual Portals, the Administrator User who is listed as the Domain Admin retrieved with:
com.presence.connect.wmmcomms.UserManagementServiceImpl.getPortalAdministrator() should have access to the Virtual Portal."
"Business Rules with Message Broker  I want to know if there is a way to use a business rule approach with Message Broker. Because I want to take advantage about benefits for using it, like if they(rules) are not embedded in code, they can be reused and shared, even though application is retired.

I have heard about some rules engine like Drools. Is it  possible to do this merge with Message Broker or this has its own rules engine? Where can I go to search for information about this?",This SupportPac provides a node to execute the J2SE rule execution server (RES) of WebSphere Operational Decision Management inside the WebSphere Message Broker JVM.
"Security Bulletin: IBM MQ termination of a client application causes denial of service (CVE-2017-1235) I need to understand details regarding Security Bulletin: IBM MQ termination of a client application causes denial of service (CVE-2017-1235). Where can I find this information?
","CVEID: CVE-2017-1235 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-1235]
DESCRIPTION: IBM MQ could allow an authenticated user to cause a premature termination of a client application thread, which could potentially cause denial of service.
CVSS Base Score: 3.1
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/123914 [https://exchange.xforce.ibmcloud.com/vulnerabilities/123914] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L)"
How do I tell when there are mismatched MQ jars in my application server? Mismatched jar files can cause strange and unpredictable errors when using the MQ JMS classes from a .war file. ,"If your Java EE application (.ear or .war) bundles a copy of any MQ jar files, you should remove them and rely on the ones from the installed MQ Resource Adapter instead."
"Why am I getting StaleConnectionException on WebSphere side while Oracle is throwing 'OALL8 is in an inconsistent state'? 

In the WebSphere Application Server SystemOut.log file we see this message:

     ConnectionEve A   J2CA0056I: TheConnection Manager received a fatal connection error from the Resource Adapter for resource jdbc/<data source name>.  The exception which was received is com.ibm.websphere.ce.cm.StaleConnectionException: OALL8 is in an inconsistent state:java.sql.SQLException: OALL8 is in an inconsistent state.

How can this be resolved?","In WebSphere Application Server, the StaleConnectionException is issued when the database vendor issues an exception indicating that a connection currently in the connection pool is no longer valid."
